,observation,fips,year,price,pop,pop16,cpi,ndi,sales,pimin,state,adjusted_price,adjusted_min_price,adjusted_ndi,ndi_by_100
1069,1070,41,1982,61.9,3203.0,2383.3,96.5,7441.4513323,136.0,67.8,OR,1.54099568912,1.68787573057,18525.4352566,185.254352566
1070,1071,41,1983,72.4,3264.0,2437.7,99.6,8005.1820873,131.1,78.9,OR,1.74629381526,1.90307433735,19308.5634932,193.085634932
1071,1072,41,1984,81.3,3300.0,2477.8,103.9,8794.8158771,127.0,86.8,OR,1.87980623677,2.00697640038,20335.2395289,203.352395289
1072,1073,41,1985,83.0,3334.0,2515.0,107.6,9215.8169874,125.4,90.7,OR,1.85312156134,2.02503765799,20575.9387526,205.759387526
1073,1074,41,1986,88.7,3381.0,2558.0,109.6,9728.2061436,126.6,100.1,OR,1.94424572993,2.19412624088,21323.5887875,213.235887875
1074,1075,41,1987,95.3,3425.0,2599.0,113.6,10317.607698,126.6,103.9,OR,2.01536010563,2.19722890845,21819.197209,218.19197209
1075,1076,41,1988,99.9,3470.0,2636.0,118.3,11098.0,124.4,109.2,OR,2.02870468301,2.21756307692,22537.1016737,225.371016737
1076,1077,41,1989,111.9,3512.0,2667.0,124.0,11665.0,,122.4,OR,2.16793616129,2.37136180645,22599.6204839,225.996204839
1077,1078,41,1990,125.2,3542.5,2690.1,130.7,12880.0,118.6,132.3,OR,2.30126604438,2.43176915073,23674.3663351,236.743663351
1078,1079,41,1991,129.0,3616.6,2744.6,136.2,13166.0,121.5,138.2,OR,2.27536299559,2.43763694567,23222.8133333,232.228133333
1079,1080,41,1992,151.9,3660.3,2780.8,140.3,14318.0,121.9,159.5,OR,2.60098705631,2.73112202423,24516.7430364,245.167430364
1080,1081,42,1963,26.6,707.0,470.7,30.6,1780.9507622,106.0,25.8,PA,2.08832601307,2.02551921569,13981.9767094,139.819767094
1081,1082,42,1964,28.5,700.0,467.8,31.0,1785.9310496,99.4,26.2,PA,2.20862129032,2.03038167742,13840.1590849,138.401590849
1082,1083,42,1965,28.3,686.0,460.9,31.5,2051.878395,98.7,26.1,PA,2.15831073016,1.99052685714,15648.7320032,156.487320032
1083,1084,42,1966,30.5,680.0,459.0,32.4,2241.1293149,98.8,26.5,PA,2.2614808642,1.96489320988,16617.2821634,166.172821634
1084,1085,42,1967,31.3,668.0,455.1,33.4,2310.853338,99.6,27.4,PA,2.25131341317,1.97079832335,16621.2623505,166.212623505
1085,1086,42,1968,32.7,665.0,459.0,34.8,2460.261959,100.4,32.3,PA,2.25739,2.22977666667,16984.0083903,169.840083903
1086,1087,42,1969,32.4,659.0,453.1,36.7,2609.67058,102.5,32.3,PA,2.12088457766,2.1143386376,17082.7471787,170.827471787
1087,1088,42,1970,38.5,666.0,470.7,38.8,2819.8387069,92.7,33.9,PA,2.38378505155,2.09896917526,17459.4528761,174.594528761
1088,1089,42,1971,38.5,671.0,481.4,40.5,3083.7939373,96.7,34.4,PA,2.28372493827,2.04052306173,18292.3042055,182.923042055
1089,1090,42,1972,39.1,677.0,491.1,41.8,3536.0040301,103.0,34.4,PA,2.24718363636,1.97706181818,20322.3795257,203.223795257
1090,1091,42,1973,39.6,679.0,497.0,44.4,4566.923515,103.5,34.4,PA,2.14264540541,1.86128792793,24710.3476926,247.103476926
1091,1092,42,1974,40.4,680.0,502.8,49.3,4404.5661468,108.4,35.8,PA,1.96866823529,1.74451294118,21463.1917412,214.631917412
1092,1093,42,1975,42.8,682.0,507.7,53.8,4611.7461013,113.5,38.6,PA,1.91117115242,1.7236263197,20593.0750259,205.930750259
1093,1094,42,1976,45.0,687.0,516.5,56.9,4516.1245838,116.7,42.6,PA,1.89993321617,1.79860344464,19067.4113447,190.674113447
1094,1095,42,1977,46.4,690.0,521.4,60.6,5246.2347118,115.6,43.4,PA,1.83943075908,1.7205020462,20797.5980565,207.975980565
1095,1096,42,1978,53.2,690.0,524.3,65.2,5945.467058,116.9,49.8,PA,1.96020785276,1.83493141104,21906.675217,219.06675217
1096,1097,42,1979,54.1,689.0,524.3,72.6,6671.592956,117.4,51.7,PA,1.79018837466,1.71077151515,22076.540019,220.76540019
1097,1098,42,1980,58.8,691.0,523.3,82.4,6793.1119678,114.7,55.3,PA,1.71430543689,1.6122634466,19805.2190133,198.052190133
1098,1099,42,1981,62.3,686.0,518.4,90.9,7773.2325215,115.7,55.9,PA,1.6465019582,1.47735889989,20543.5675251,205.435675251
1099,1100,42,1982,68.0,691.0,521.4,96.5,8012.2863151,113.0,64.3,PA,1.69285471503,1.60074350259,19946.5245098,199.465245098
1100,1101,42,1983,78.8,700.0,525.3,99.6,,109.8,71.0,PA,1.90066232932,1.71252570281,,
1101,1102,42,1984,89.8,706.0,530.1,103.9,9333.0585246,105.7,81.7,PA,2.07634194418,1.88905497594,21579.7559934,215.797559934
1102,1103,42,1985,92.3,708.0,532.1,107.6,9821.1266865,104.4,87.4,PA,2.06076048327,1.95135933086,21927.3995414,219.273995414
1103,1104,42,1986,108.5,708.0,534.0,109.6,10482.508849,97.0,97.8,PA,2.37824872263,2.14371175182,22976.970765,229.76970765
1104,1105,42,1987,113.7,709.0,535.0,113.6,10974.561241,95.8,102.7,PA,2.40447475352,2.1718518662,23208.4920272,232.084920272
1105,1106,42,1988,124.7,713.0,538.0,118.3,11369.0,91.9,112.9,PA,2.53232706678,2.2927002874,23087.4309721,230.874309721
1106,1107,42,1989,130.1,715.0,539.0,124.0,12335.0,87.4,118.6,PA,2.5205406129,2.29774109677,23897.6698387,238.976698387
1107,1108,42,1990,138.9,714.0,538.2,130.7,14308.0,88.3,129.5,PA,2.55308189748,2.38030313695,26299.1330375,262.991330375
1108,1109,42,1991,150.3,721.2,544.5,136.2,14831.0,91.8,127.0,PA,2.65106246696,2.24008604993,26159.6190602,261.596190602
1109,1110,42,1992,160.0,729.4,549.7,140.3,15082.0,93.0,155.1,PA,2.73968353528,2.65578072701,25824.9419244,258.249419244
1140,1141,44,1963,29.5,10257.0,6807.7,30.6,1896.9264812,113.4,27.0,RI,2.31600065359,2.11972941176,14892.484645,148.92484645
1141,1142,44,1964,29.7,10401.0,6910.9,31.0,2043.8787782,110.7,27.3,RI,2.30161587097,2.11562670968,15839.137489,158.39137489
1142,1143,44,1965,29.5,10591.0,7067.3,31.5,2179.4474465,120.5,27.2,RI,2.24982920635,2.07441879365,16621.6424367,166.216424367
1143,1144,44,1966,33.8,10714.0,7190.8,32.4,2331.5741201,106.1,30.0,RI,2.50616567901,2.22440740741,17287.9024789,172.879024789
1144,1145,44,1967,34.4,10858.0,7333.6,33.4,2530.2701836,109.0,30.4,RI,2.47428694611,2.18657916168,18199.4607134,181.994607134
1145,1146,44,1968,34.9,11013.0,7495.8,34.8,2721.7221198,108.4,30.9,RI,2.40926333333,2.13313,18788.9550337,187.889550337
1146,1147,44,1969,34.4,11187.0,7606.7,36.7,2928.6971859,111.3,30.9,RI,2.25180337875,2.02269547684,19171.0762167,191.710762167
1147,1148,44,1970,40.4,11196.0,7817.1,38.8,3185.3462679,106.4,34.3,RI,2.50142639175,2.1237357732,19722.5475777,197.225475777
1148,1149,44,1971,42.0,11445.0,8056.5,40.5,3350.9263209,108.9,38.8,RI,2.4913362963,2.30152019753,19876.8675464,198.768675464
1149,1150,44,1972,46.9,11644.0,8261.1,41.8,3570.319891,108.6,39.8,RI,2.69547090909,2.28741454545,20519.6021372,205.196021372
1150,1151,44,1973,46.4,11853.0,8474.4,44.4,4029.8045378,110.4,39.9,RI,2.51057441441,2.15887756757,21804.1469131,218.041469131
1151,1152,44,1974,47.5,12049.0,8682.8,49.3,4427.1966648,,41.0,RI,2.31464705882,1.99790588235,21573.4689242,215.734689242
1152,1153,44,1975,50.6,12293.0,8926.0,53.8,4954.9830835,116.0,43.6,RI,2.25946869888,1.9468939777,22125.7493689,221.257493689
1153,1154,44,1976,53.3,12571.0,9194.3,56.9,5447.5837409,121.4,46.4,RI,2.25036534271,1.95904224956,23000.1006604,230.001006604
1154,1155,44,1977,53.3,12801.0,9419.2,60.6,5970.1957829,124.2,47.9,RI,2.11296679868,1.89889511551,23667.5900017,236.675900017
1155,1156,44,1978,59.1,13047.0,9646.0,65.2,6739.1081536,126.6,53.1,RI,2.17759932515,1.95652325153,24830.9261716,248.309261716
1156,1157,44,1979,62.2,13380.0,9924.9,72.6,7525.613405,126.4,55.5,RI,2.05822027548,1.83651487603,24902.5242695,249.025242695
1157,1158,44,1980,63.7,14228.0,10564.7,82.4,8363.8624228,129.7,60.0,RI,1.8571642233,1.74929126214,24384.7190899,243.847190899
1158,1159,44,1981,66.9,14766.0,10960.4,90.9,9404.9470055,129.0,62.6,RI,1.76807353135,1.65443053905,24855.960933,248.55960933
1159,1160,44,1982,73.8,15280.0,11331.9,96.5,9983.4423154,131.2,69.4,RI,1.83724526425,1.72770760622,24853.7020527,248.537020527
1160,1161,44,1983,84.1,15724.0,11655.2,99.6,10367.381063,126.4,79.6,RI,2.02849875502,1.91995839357,25006.2063961,250.062063961
1161,1162,44,1984,93.8,15989.0,11856.9,103.9,11138.363184,117.2,90.2,RI,2.1688293359,2.08559068335,25753.9539737,257.539539737
1162,1163,44,1985,102.1,16389.0,12077.0,107.6,11755.148882,115.9,95.1,RI,2.2795627881,2.12327542751,26245.4456024,262.454456024
1163,1164,44,1986,105.5,16689.0,12300.9,109.6,11910.380181,113.7,101.2,RI,2.31249069343,2.21823751825,26106.770923,261.06770923
1164,1165,44,1987,114.4,16789.0,12353.0,113.6,12184.622144,105.8,110.2,RI,2.41927802817,2.33045838028,25767.4725826,257.674725826
1165,1166,44,1988,128.0,16841.0,12390.0,118.3,12908.0,96.5,113.7,RI,2.59934133559,2.30894617075,26212.7327811,262.127327811
1166,1167,44,1989,137.0,16991.0,12545.0,124.0,13687.0,94.5,127.2,RI,2.65422032258,2.4643563871,26517.0171935,265.170171935
1167,1168,44,1990,145.7,17173.0,12679.4,130.7,14590.0,85.6,133.6,RI,2.67807078806,2.45566408569,26817.4693191,268.174693191
1168,1169,44,1991,173.6,17538.9,12913.8,136.2,15187.0,79.6,146.5,RI,3.06203888399,2.58403627019,26787.5486931,267.875486931
1169,1170,44,1992,186.0,17849.3,13123.2,140.3,15965.0,77.2,165.4,RI,3.18488210976,2.8321478546,27336.9047755,273.369047755
1170,1171,45,1963,24.9,973.0,592.0,30.6,2060.7057057,72.0,23.9,SC,1.95486156863,1.8763530719,16178.2907162,161.782907162
1171,1172,45,1964,29.4,977.0,594.8,31.0,2181.1711712,62.3,24.0,SC,2.27836722581,1.8598916129,16903.0915318,169.030915318
1172,1173,45,1965,29.7,994.0,609.9,31.5,2282.4474474,65.0,24.2,SC,2.26508228571,1.84562260317,17407.1760309,174.071760309
1173,1174,45,1966,30.8,1010.0,624.9,32.4,2365.6006006,65.7,26.5,SC,2.28372493827,1.96489320988,17540.1983298,175.401983298
1174,1175,45,1967,31.5,1022.0,637.1,33.4,2454.0840841,64.3,27.4,SC,2.2656988024,1.97079832335,17651.4773661,176.514773661
1175,1176,45,1968,32.3,1031.0,649.4,34.8,2573.4834835,64.3,31.3,SC,2.22977666667,2.16074333333,17765.6143144,177.656143144
1176,1177,45,1969,33.3,1045.0,644.7,36.7,,65.6,31.9,SC,2.17979803815,2.08815487738,,
1177,1178,45,1970,34.6,1059.0,686.9,38.8,2975.3903904,65.5,33.8,SC,2.14231072165,2.09277752577,18422.574377,184.22574377
1178,1179,45,1971,36.6,1094.0,716.1,40.5,3192.8678679,67.7,33.6,SC,2.17102162963,1.99306903704,18939.3038299,189.393038299
1179,1180,45,1972,37.2,1123.0,740.5,41.8,3449.7897898,71.3,33.7,SC,2.13798545455,1.93683090909,19826.8827737,198.268827737
1180,1181,45,1973,36.5,1152.0,764.9,44.4,3757.8828829,72.7,34.4,SC,1.97491306306,1.86128792793,20332.8547805,203.328547805
1181,1182,45,1974,37.8,1177.0,784.7,49.3,4094.7597598,75.6,35.8,SC,1.84197176471,1.74451294118,19953.5234413,199.535234413
1182,1183,45,1975,40.5,1206.0,806.3,53.8,4488.1381381,75.8,38.6,SC,1.80846802974,1.7236263197,20041.1218168,200.411218168
1183,1184,45,1976,43.4,1239.0,828.8,56.9,4868.7237237,77.9,42.5,SC,1.83238003515,1.79438137083,20556.11094,205.5611094
1184,1185,45,1977,44.7,1276.0,852.3,60.6,5311.1411411,78.0,43.4,SC,1.77203782178,1.7205020462,21054.905993,210.54905993
1185,1186,45,1978,49.5,1317.0,875.8,65.2,5899.6096096,79.6,49.8,SC,1.82387760736,1.83493141104,21737.7088063,217.377088063
1186,1187,45,1979,53.7,1367.0,904.0,72.6,6426.2462462,79.1,51.7,SC,1.7769522314,1.71077151515,21264.6789697,212.646789697
1187,1188,45,1980,57.2,1461.0,961.3,82.4,6981.6666667,74.8,55.3,SC,1.6676576699,1.6122634466,20354.947492,203.54947492
1188,1189,45,1981,62.7,1518.0,991.4,90.9,7545.6156156,77.6,55.9,SC,1.65707339934,1.47735889989,19942.0078441,199.420078441
1189,1190,45,1982,68.1,1554.0,1009.3,96.5,7796.1411411,73.6,64.3,SC,1.69534420725,1.60074350259,19408.432779,194.08432779
1190,1191,45,1983,82.0,1619.0,1045.9,99.6,8251.3513514,69.0,71.0,SC,1.97784658635,1.71252570281,19902.3257355,199.023257355
1191,1192,45,1984,95.3,1652.0,1065.7,103.9,8831.2912913,66.3,81.7,SC,2.2035121078,1.88905497594,20419.5774269,204.195774269
1192,1193,45,1985,104.6,1644.0,1081.6,107.6,9230.0,66.5,87.4,SC,2.3353797026,1.95135933086,20607.6048327,206.076048327
1193,1194,45,1986,103.5,1664.0,1099.5,109.6,9647.8978979,64.4,97.8,SC,2.2686520073,2.14371175182,21147.5583887,211.475583887
1194,1195,45,1987,108.6,1680.0,1107.0,113.6,10035.945946,67.7,102.7,SC,2.29662232394,2.1718518662,21223.5520271,212.235520271
1195,1196,45,1988,122.9,1690.0,1116.0,118.3,10650.0,55.0,112.9,SC,2.49577382925,2.2927002874,21627.3322063,216.273322063
1196,1197,45,1989,135.6,1707.0,1131.0,124.0,11425.0,57.0,118.6,SC,2.62709690323,2.29774109677,22134.6475806,221.346475806
1197,1198,45,1990,151.9,1724.0,1142.3,130.7,12012.0,53.4,129.5,SC,2.79203124713,2.38030313695,22078.9199082,220.789199082
1198,1199,45,1991,167.1,1771.0,1178.9,136.2,12492.0,53.5,127.0,SC,2.94738881057,2.24008604993,22033.9802643,220.339802643
1199,1200,45,1992,170.1,1814.1,1214.5,140.3,13355.0,55.0,155.1,SC,2.91262605845,2.65578072701,22867.7960086,228.677960086
1200,1201,46,1963,28.2,397.0,269.5,30.6,2042.5026784,133.5,24.2,SD,2.21393960784,1.89990562092,16035.3814852,160.353814852
1201,1202,46,1964,29.3,399.0,272.4,31.0,2188.8007603,129.1,24.7,SD,2.27061767742,1.91413845161,16962.2174017,169.622174017
1202,1203,46,1965,29.4,404.0,276.3,31.5,2400.8762744,122.9,24.7,SD,2.24220266667,1.88375530159,18310.3781796,183.103781796
1203,1204,46,1966,32.5,410.0,282.0,32.4,2634.499568,130.4,25.9,SD,2.40977469136,1.92040506173,19534.0011796,195.340011796
1204,1205,46,1967,31.8,420.0,289.8,33.4,2786.4681182,127.4,26.5,SD,2.28727688623,1.90606407186,20042.2142169,200.422142169
1205,1206,46,1968,33.9,429.0,298.5,34.8,2990.6049767,128.8,29.9,SD,2.34023,2.06409666667,20645.1430225,206.451430225
1206,1207,46,1969,34.2,439.0,307.2,36.7,3161.8531191,134.6,29.9,SD,2.23871149864,1.95723607629,20697.3009787,206.973009787
1207,1208,46,1970,37.7,444.0,311.0,38.8,3393.2082253,122.6,31.4,SD,2.33425185567,1.94417793814,21009.5559591,210.095559591
1208,1209,46,1971,39.5,453.0,319.7,40.5,3668.7929843,124.4,34.1,SD,2.34304246914,2.02272780247,21762.3741081,217.623741081
1209,1210,46,1972,40.0,460.0,327.4,41.8,3778.8000691,138.0,36.1,SD,2.29890909091,2.07476545455,21717.794579,217.17794579
1210,1211,46,1973,39.8,464.0,333.2,44.4,4167.7941939,146.8,36.9,SD,2.15346684685,1.99655594595,22550.7704046,225.507704046
1211,1212,46,1974,41.3,468.0,339.0,49.3,4485.3404182,151.8,37.9,SD,2.01252470588,1.84684470588,21856.8000143,218.568000143
1212,1213,46,1975,41.8,473.0,346.8,53.8,4816.4957664,155.5,40.8,SD,1.86651762082,1.82186408922,21507.3545899,215.073545899
1213,1214,46,1976,47.1,477.0,353.5,56.9,5304.1560394,171.1,43.9,SD,1.98859676626,1.85349040422,22394.5383178,223.945383178
1214,1215,46,1977,47.0,483.0,360.3,60.6,5630.775013,169.4,45.0,SD,1.86321650165,1.78393069307,22322.0274921,223.220274921
1215,1216,46,1978,52.5,487.0,367.0,65.2,6338.4494557,162.4,49.7,SD,1.93441564417,1.83124680982,23354.6586417,233.546586417
1216,1217,46,1979,54.8,493.0,373.8,72.6,6920.2395023,160.9,53.2,SD,1.81335162534,1.76040705234,22899.3203454,228.993203454
1217,1218,46,1980,58.9,511.0,390.2,82.4,7519.0409539,161.6,55.3,SD,1.71722092233,1.6122634466,21921.6544005,219.216544005
1218,1219,46,1981,61.0,516.0,395.1,90.9,8392.2930707,163.8,58.4,SD,1.61214477448,1.54343040704,22179.6580653,221.796580653
1219,1220,46,1982,66.8,516.0,396.0,96.5,9596.7005357,162.3,67.0,SD,1.66298080829,1.66795979275,23890.9113979,238.909113979
1220,1221,46,1983,77.0,525.0,404.7,99.6,9335.8589943,153.8,74.7,SD,1.85724618474,1.80177,22518.1668811,225.181668811
1221,1222,46,1984,90.6,530.0,407.6,103.9,10134.26093,144.3,90.5,SD,2.09483942252,2.09252723773,23432.2840114,234.322840114
1222,1223,46,1985,95.5,535.0,413.4,107.6,10719.453257,144.5,89.2,SD,2.13220613383,1.99154750929,23933.0722365,239.330722365
1223,1224,46,1986,104.9,541.0,419.2,109.6,11288.768274,131.2,100.0,SD,2.29933908759,2.19193430657,24744.2384587,247.442384587
1224,1225,46,1987,113.8,548.0,425.0,113.6,12070.158804,128.3,102.0,SD,2.40658950704,2.15704859155,25525.4108313,255.254108313
1225,1226,46,1988,123.7,557.0,433.0,118.3,13126.0,128.7,113.5,SD,2.5120197126,2.30488469992,26655.4331023,266.554331023
1226,1227,46,1989,129.7,567.0,441.0,124.0,13945.0,120.9,125.9,SD,2.51279106452,2.43917035484,27016.8630645,270.168630645
1227,1228,46,1990,143.7,572.1,445.0,130.7,14896.0,,135.9,SD,2.64130934966,2.49793973986,27379.9193267,273.799193267
1228,1229,46,1991,150.1,576.1,447.0,136.2,15121.0,120.9,153.9,SD,2.64753477239,2.71456096916,26671.1347724,266.711347724
1229,1230,46,1992,168.0,579.2,452.1,140.3,16640.0,126.5,164.4,SD,2.87666771205,2.8150248325,28492.7087669,284.927087669
1230,1231,47,1963,24.7,4288.0,2899.7,30.6,1936.0331153,122.8,23.4,TN,1.93915986928,1.83709882353,15199.5049506,151.995049506
1231,1232,47,1964,25.2,4371.0,2962.3,31.0,2134.439961,118.5,23.9,TN,1.95288619355,1.85214206452,16540.9457571,165.409457571
1232,1233,47,1965,25.1,4420.0,3001.8,31.5,2267.0592737,123.3,24.1,TN,1.91426146032,1.83799606349,17289.8175135,172.898175135
1233,1234,47,1966,24.7,4481.0,3056.7,32.4,2404.8998191,120.2,24.1,TN,1.83142876543,1.78694061728,17831.5899056,178.315899056
1234,1235,47,1967,26.3,4541.0,3119.3,33.4,2580.3332406,120.9,25.0,TN,1.89167868263,1.79817365269,18559.5489937,185.595489937
1235,1236,47,1968,27.1,4604.0,3182.0,34.8,2794.4037846,122.8,26.3,TN,1.87080333333,1.81557666667,19290.700793,192.90700793
1236,1237,47,1969,28.3,4669.0,3251.3,36.7,3024.138027,123.9,27.0,TN,1.85250103542,1.76740381471,19795.8262413,197.958262413
1237,1238,47,1970,28.8,4648.0,3292.8,38.8,3284.1554195,124.3,28.3,TN,1.78319505155,1.75223680412,20334.3392103,203.343392103
1238,1239,47,1971,30.2,4736.0,3383.3,40.5,3562.96925,128.4,30.1,TN,1.7913894321,1.78545767901,21134.6538455,211.346538455
1239,1240,47,1972,29.9,4799.0,3456.5,41.8,3840.738834,137.0,30.6,TN,1.71843454545,1.75866545455,22073.7735532,220.737735532
1240,1241,47,1973,30.1,4865.0,3538.4,44.4,4290.8090998,143.1,30.6,TN,1.62862693694,1.65568054054,23216.3697049,232.163697049
1241,1242,47,1974,31.3,4924.0,3616.4,49.3,4677.1803256,149.6,31.5,TN,1.52523058824,1.53497647059,22791.6245984,227.916245984
1242,1243,47,1975,33.6,4989.0,3701.2,53.8,5154.4010018,152.7,33.3,TN,1.50035866171,1.48696260223,23016.2208005,230.162208005
1243,1244,47,1976,37.9,5052.0,3784.1,56.9,5570.0111312,158.1,36.0,TN,1.6001659754,1.51994657293,23516.9981391,235.169981391
1244,1245,47,1977,38.4,5112.0,3865.0,60.6,6093.1786559,157.7,36.9,TN,1.52228752475,1.46282316832,24155.129828,241.55129828
1245,1246,47,1978,42.8,5177.0,3566.3,65.2,6684.2222068,155.9,41.4,TN,1.57700932515,1.52542490798,24628.6933447,246.286933447
1246,1247,47,1979,45.8,5197.0,3993.1,72.6,7396.3983581,151.8,43.4,TN,1.5155384022,1.4361215427,24474.9470517,244.749470517
1247,1248,47,1980,48.5,5346.0,4100.0,82.4,8230.7513566,148.9,46.3,TN,1.41401043689,1.34986975728,23996.6357149,239.966357149
1248,1249,47,1981,51.8,5430.0,4187.7,90.9,9028.5557256,149.9,49.4,TN,1.36900162816,1.3055729813,23861.2113674,238.612113674
1249,1250,47,1982,56.4,5491.0,4247.4,96.5,9754.3070822,147.4,56.3,TN,1.40407361658,1.40158412435,24283.2716705,242.832716705
1250,1251,47,1983,68.8,5550.0,4310.1,99.6,10561.50967,144.7,66.4,TN,1.6594615261,1.60157333333,25474.4461554,254.744461554
1251,1252,47,1984,76.0,5636.0,4391.0,103.9,11529.526228,136.8,75.4,TN,1.75726044273,1.74338733397,26658.3952157,266.583952157
1252,1253,47,1985,83.6,5701.0,4453.6,107.6,,134.6,79.3,TN,1.86651762082,1.77051252788,,
1253,1254,47,1986,91.3,5795.0,4540.3,109.6,13127.223459,135.8,85.4,TN,2.0012360219,1.87191189781,28774.0114498,287.740114498
1254,1255,47,1987,94.6,5904.0,4627.0,113.6,13942.780019,133.0,90.5,TN,2.00055683099,1.91385193662,29485.5431395,294.855431395
1255,1256,47,1988,102.1,6015.0,4725.0,118.3,15010.0,129.5,94.4,TN,2.07338086221,1.917014235,30481.3386306,304.813386306
1256,1257,47,1989,109.4,6098.0,4782.0,124.0,15936.0,122.5,103.8,TN,2.11950148387,2.01100780645,30874.2007742,308.742007742
1257,1258,47,1990,128.6,6164.8,4834.4,130.7,16698.0,118.9,115.6,TN,2.36376048967,2.12481114002,30692.1249273,306.921249273
1258,1259,47,1991,136.5,6263.4,4898.2,136.2,17038.0,109.1,120.5,TN,2.40765154185,2.12543597651,30052.4300147,300.524300147
1259,1260,47,1992,157.9,6354.1,4965.1,140.3,18010.0,108.2,135.8,TN,2.70372518888,2.32530640057,30838.562794,308.38562794
1260,1261,48,1963,30.1,2961.0,2030.7,30.6,2409.3326822,99.1,28.0,TX,2.36310575163,2.1982379085,18915.3087007,189.153087007
1261,1262,48,1964,29.9,2971.0,2045.2,31.0,2569.1936184,95.4,29.4,TX,2.31711496774,2.27836722581,19910.0902616,199.100902616
1262,1263,48,1965,30.0,2973.0,2057.8,31.5,2764.3485276,98.3,29.1,TX,2.28796190476,2.21932304762,21082.4137421,210.824137421
1263,1264,48,1966,34.7,3074.0,2140.0,32.4,3003.101874,86.9,29.8,TX,2.57289790123,2.20957802469,22267.0735124,222.670735124
1264,1265,48,1967,35.0,3208.0,2250.3,33.4,3143.2397077,99.7,30.1,TX,2.51744311377,2.16500107784,22608.363306,226.08363306
1265,1266,48,1968,37.1,3296.0,2333.5,34.8,3363.3080096,101.5,32.0,TX,2.56113666667,2.20906666667,23218.0362929,232.180362929
1266,1267,48,1969,37.6,3402.0,2421.5,36.7,3529.397294,100.2,31.9,TX,2.46127346049,2.08815487738,23103.223115,231.03223115
1267,1268,48,1970,38.7,3409.0,2438.0,38.8,3664.3448376,96.7,33.8,TX,2.39616835052,2.09277752577,22688.3388249,226.883388249
1268,1269,48,1971,40.3,3433.0,2477.6,40.5,3829.396064,97.0,33.6,TX,2.39049649383,1.99306903704,22715.0319218,227.150319218
1269,1270,48,1972,46.1,3423.0,2489.2,41.8,4072.3016424,88.5,33.7,TX,2.64949272727,1.93683090909,23404.6281666,234.046281666
1270,1271,48,1973,45.9,3443.0,2528.9,44.4,4593.4067723,91.0,36.3,TX,2.48352081081,1.96409162162,24853.6412016,248.536412016
1271,1272,48,1974,46.9,3503.0,2597.6,49.3,5079.2179292,98.6,38.0,TX,2.28540941176,1.85171764706,24750.7301915,247.507301915
1272,1273,48,1975,49.0,3563.0,2667.3,53.8,5631.4647999,99.5,40.3,TX,2.18802304833,1.79953732342,25146.4791388,251.464791388
1273,1274,48,1976,53.0,3623.0,2735.0,56.9,6166.0646842,100.3,42.5,TX,2.23769912127,1.79438137083,26033.5802368,260.335802368
1274,1275,48,1977,53.7,3693.0,2806.6,60.6,6674.7131177,99.3,45.6,TX,2.1288239604,1.80771643564,26460.5013291,264.605013291
1275,1276,48,1978,58.6,3793.0,2899.4,65.2,7521.7684683,101.3,51.5,TX,2.15917631902,1.8975696319,27714.7173275,277.147173275
1276,1277,48,1979,61.6,3926.0,3014.6,72.6,8311.7306273,101.4,55.4,TX,2.03836606061,1.83320584022,27503.814311,275.03814311
1277,1278,48,1980,63.8,4132.0,3165.5,82.4,9105.8450185,101.4,56.4,TX,1.86007970874,1.64433378641,26547.958542,265.47958542
1278,1279,48,1981,66.6,4217.0,3233.2,90.9,9940.4436727,112.7,59.2,TX,1.7601449505,1.56457328933,26271.2038081,262.712038081
1279,1280,48,1982,80.3,4245.0,3252.6,96.5,10492.690543,106.6,67.6,TX,1.99906225907,1.68289674611,26121.4715574,261.214715574
1280,1281,48,1983,93.1,4300.0,3299.0,99.6,11018.985963,102.4,76.5,TX,2.24557947791,1.84518614458,26577.8826487,265.778826487
1281,1282,48,1984,105.9,4349.0,3345.4,103.9,11805.833948,96.2,88.5,TX,2.44860369586,2.04628354187,27297.2697241,272.972697241
1282,1283,48,1985,114.4,4406.0,3394.8,107.6,12336.2816,96.5,97.6,TX,2.55418200743,2.17909234201,27542.9270117,275.429270117
1283,1284,48,1986,125.7,4463.0,3450.9,109.6,12946.659721,94.2,99.9,TX,2.75526142336,2.18974237226,28378.2275979,283.782275979
1284,1285,48,1987,134.2,4538.0,3507.0,113.6,13522.781926,91.3,107.1,TX,2.83799922535,2.26490102113,28597.3506934,285.973506934
1285,1286,48,1988,141.4,4648.0,3591.0,118.3,14347.0,88.2,121.9,TX,2.87145988166,2.47546647506,29134.9610482,291.349610482
1286,1287,48,1989,150.6,4761.0,3669.0,124.0,15438.0,86.1,133.6,TX,2.91770496774,2.58834916129,29909.382,299.09382
1287,1288,48,1990,167.5,4882.4,3762.5,130.7,16252.0,83.4,141.3,TX,3.07877046672,2.59719562357,29872.3448508,298.723448508
1288,1289,48,1991,177.4,5033.9,3866.5,136.2,16967.0,78.7,144.4,TX,3.12906508076,2.54699547724,29927.1968576,299.271968576
1289,1290,48,1992,199.2,5152.2,3950.2,140.3,18038.0,81.1,167.2,TX,3.41090600143,2.86296929437,30886.5072559,308.865072559
1290,1291,49,1963,27.7,1815.0,1247.0,30.6,1598.0632813,111.8,24.1,UT,2.17468535948,1.89205477124,12546.1545898,125.461545898
